2020-05-23 10:50:53.619 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 12:55:45.222 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 12:55:45.230 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 12:55:45.390 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 12:55:45.532 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-23 12:55:45.552 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 12:55:46.048 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 17592 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:55:46.052 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 12:55:48.435 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:55:48.977 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 3.366 seconds (JVM running for 4.827)
2020-05-23 12:55:49.366 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 12:57:22.522 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 16772 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 12:57:22.524 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 12:57:24.448 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 12:57:24.458 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 12:57:24.459 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 12:57:24.459 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 12:57:24.533 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 12:57:24.533 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1963 ms
2020-05-23 12:57:25.005 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 12:57:25.247 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 12:57:25.296 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 12:57:25.338 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 3.146 seconds (JVM running for 3.658)
2020-05-23 12:58:08.877 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 12:58:08.877 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 12:58:08.882 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2020-05-23 13:00:30.332 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 13:00:30.342 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 13:00:30.342 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 13:00:30.443 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 13:00:30.539 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-23 13:00:30.555 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 13:00:30.945 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 16768 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:00:30.945 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 13:00:32.853 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:00:33.547 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 2.955 seconds (JVM running for 4.252)
2020-05-23 13:00:33.953 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 13:01:09.820 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 10568 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:01:09.822 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:01:11.509 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:01:11.517 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:01:11.517 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:01:11.518 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:01:11.592 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:01:11.593 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1676 ms
2020-05-23 13:01:12.285 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:01:12.886 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:01:12.941 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:01:12.945 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 3.432 seconds (JVM running for 3.917)
2020-05-23 13:01:18.896 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:01:18.896 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:01:18.901 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2020-05-23 13:03:34.292 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 13:03:34.297 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 13:03:34.301 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 13:03:34.416 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 13:03:34.547 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-05-23 13:03:34.570 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2eea88a1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7ac296f6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7fd7a283, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22f59fa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78fa769e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16612a51, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@54e041a4, org.springframework.test.context.event.EventPublishingTestExecutionListener@2c78324b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@79defdc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@18317edc, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4e0ae11f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@238d68ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b86805d]
2020-05-23 13:03:35.088 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Starting AnsinWebApplicationTests on LAPTOP-P47LA936 with PID 16472 (started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:03:35.090 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - No active profile set, falling back to default profiles: default
2020-05-23 13:03:37.715 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:03:38.728 [main] INFO  Ansin.web.ansinWeb.AnsinWebApplicationTests - Started AnsinWebApplicationTests in 4.082 seconds (JVM running for 5.3)
2020-05-23 13:03:39.424 [SpringContextShutdownHook] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-05-23 13:04:09.417 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 17988 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:04:09.417 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:04:11.592 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:04:11.611 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:04:11.612 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:04:11.612 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:04:11.683 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:04:11.683 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2177 ms
2020-05-23 13:04:11.792 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2020-05-23 13:06:18.754 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 15468 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:06:18.754 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:06:20.235 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:06:20.235 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:06:20.235 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:06:20.235 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:06:20.323 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:06:20.323 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1516 ms
2020-05-23 13:06:20.439 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2020-05-23 13:07:49.823 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 10412 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:07:49.823 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:07:51.288 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:07:51.298 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:07:51.298 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:07:51.298 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:07:51.371 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:07:51.371 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1479 ms
2020-05-23 13:07:51.801 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:07:52.024 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:07:52.083 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:07:52.083 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 2.605 seconds (JVM running for 3.1)
2020-05-23 13:07:56.024 [http-nio-8088-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:07:56.024 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:07:56.030 [http-nio-8088-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2020-05-23 13:13:31.065 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 8216 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:13:31.066 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:13:33.317 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:13:33.327 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:13:33.328 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:13:33.328 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:13:33.422 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:13:33.423 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2220 ms
2020-05-23 13:13:34.091 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:13:34.473 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:13:34.529 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:13:34.532 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 4.099 seconds (JVM running for 4.62)
2020-05-23 13:13:50.824 [main] INFO  Ansin.web.AnsinWebApplication - Starting AnsinWebApplication on LAPTOP-P47LA936 with PID 14112 (C:\eclipse\ansinWeb-workspace\ansinWeb\target\classes started by rokenu in C:\eclipse\ansinWeb-workspace\ansinWeb)
2020-05-23 13:13:50.826 [main] INFO  Ansin.web.AnsinWebApplication - No active profile set, falling back to default profiles: default
2020-05-23 13:13:52.918 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8088 (http)
2020-05-23 13:13:52.926 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2020-05-23 13:13:52.927 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-05-23 13:13:52.927 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.34]
2020-05-23 13:13:53.032 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-05-23 13:13:53.032 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2024 ms
2020-05-23 13:13:53.774 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-05-23 13:13:54.341 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2020-05-23 13:13:54.393 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8088 (http) with context path ''
2020-05-23 13:13:54.414 [main] INFO  Ansin.web.AnsinWebApplication - Started AnsinWebApplication in 4.222 seconds (JVM running for 4.763)
2020-05-23 13:14:02.854 [http-nio-8088-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-23 13:14:02.854 [http-nio-8088-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-05-23 13:14:02.864 [http-nio-8088-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2020-05-23 13:22:52.226 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests], using SpringBootContextLoader
2020-05-23 13:22:52.231 [main] INFO  org.springframework.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-05-23 13:22:52.235 [main] INFO  org.springframework.test.context.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [Ansin.web.ansinWeb.AnsinWebApplicationTests]: AnsinWebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-05-23 13:22:52.353 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration Ansin.web.AnsinWebApplication for test class Ansin.web.ansinWeb.AnsinWebApplicationTests
2020-05-23 13:22:52.452 [main] INFO  org.springframework.boot.test.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
